"date","district","sero_pos_all","sero_tot_all","pcr_pos_all","pcr_tot_all","deaths_all","deaths_0_14","deaths_40_59","deaths_15_39","deaths_60_plus"
2020-11-28,"ndola",NA,NA,NA,NA,7,1,1,4,NA
2020-11-29,"ndola",NA,NA,NA,NA,15,NA,7,3,3
2020-11-30,"ndola",NA,NA,NA,NA,11,NA,3,2,4
2020-12-01,"ndola",NA,NA,NA,NA,10,1,1,4,3
2020-12-02,"ndola",NA,NA,NA,NA,17,1,4,5,6
2020-12-03,"ndola",NA,NA,NA,NA,12,NA,3,5,2
2020-12-04,"ndola",NA,NA,NA,NA,15,NA,6,5,2
2020-12-05,"ndola",NA,NA,NA,NA,6,2,2,NA,1
2020-12-06,"ndola",NA,NA,NA,NA,17,1,4,2,6
2020-12-07,"ndola",NA,NA,NA,NA,14,NA,6,NA,5
2020-12-08,"ndola",NA,NA,NA,NA,12,2,2,3,5
2020-12-09,"ndola",NA,NA,NA,NA,10,NA,2,3,2
2020-12-10,"ndola",NA,NA,NA,NA,11,NA,1,1,6
2020-12-11,"ndola",NA,NA,NA,NA,12,1,3,2,5
2020-12-12,"ndola",NA,NA,NA,NA,14,1,2,5,4
2020-12-13,"ndola",NA,NA,NA,NA,7,1,2,1,2
2020-12-14,"ndola",NA,NA,NA,NA,13,NA,4,3,3
2020-12-15,"ndola",NA,NA,NA,NA,13,NA,5,1,5
2020-12-16,"ndola",NA,NA,NA,NA,10,NA,5,3,NA
2020-12-17,"ndola",NA,NA,NA,NA,19,1,3,8,6
2020-12-18,"ndola",NA,NA,NA,NA,10,1,1,2,3
2020-12-19,"ndola",NA,NA,NA,NA,12,1,2,5,3
2020-12-20,"ndola",NA,NA,NA,NA,14,NA,4,5,3
2020-12-21,"ndola",NA,NA,NA,NA,9,1,3,NA,4
2020-12-22,"ndola",NA,NA,NA,NA,13,NA,4,4,3
2020-12-23,"ndola",NA,NA,NA,NA,14,2,4,4,2
2020-12-24,"ndola",NA,NA,NA,NA,13,1,6,3,NA
2020-12-25,"ndola",NA,NA,NA,NA,13,3,1,5,2
2020-12-26,"ndola",NA,NA,NA,NA,14,2,1,6,3
2020-12-27,"ndola",NA,NA,NA,NA,17,4,2,2,8
2020-12-28,"ndola",NA,NA,NA,NA,12,3,NA,6,2
2020-12-29,"ndola",NA,NA,NA,NA,17,NA,1,7,7
2020-12-30,"ndola",NA,NA,NA,NA,11,NA,2,3,2
2020-12-31,"ndola",NA,NA,NA,NA,12,1,3,4,2
2020-01-01,"solwezi",NA,NA,NA,NA,1,NA,NA,NA,NA
2020-01-02,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-03,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-04,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-05,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-06,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-07,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-08,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-09,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-10,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-11,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-12,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-13,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-14,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-15,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-16,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-17,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-18,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-19,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-20,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-21,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-22,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-23,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-24,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-26,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-27,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-28,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-29,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-30,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-31,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-01,"solwezi",NA,NA,NA,NA,1,NA,NA,NA,NA
2020-02-02,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-03,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-04,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-05,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-06,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-07,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-08,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-09,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-10,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-11,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-12,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-13,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-14,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-15,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-16,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-17,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-18,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-19,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-20,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-21,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-23,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-28,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-05,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-06,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-10,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-11,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-12,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-13,"solwezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-14,"solwezi",NA,NA,NA,NA,1,NA,NA,NA,1
2020-03-15,"solwezi",NA,NA,NA,NA,2,1,NA,NA,1
2020-03-16,"solwezi",NA,NA,NA,NA,2,1,NA,NA,1
2020-03-17,"solwezi",NA,NA,NA,NA,1,NA,NA,NA,NA
2020-03-18,"solwezi",NA,NA,NA,NA,1,NA,NA,1,NA
2020-03-19,"solwezi",NA,NA,NA,NA,3,NA,1,2,NA
2020-03-20,"solwezi",NA,NA,NA,NA,2,2,NA,NA,NA
2020-03-21,"solwezi",NA,NA,NA,NA,1,NA,NA,NA,NA
2020-03-22,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-03-23,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-03-24,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-03-25,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-03-26,"solwezi",NA,NA,NA,NA,2,NA,2,NA,NA
2020-03-27,"solwezi",NA,NA,NA,NA,7,3,1,2,1
2020-03-28,"solwezi",NA,NA,NA,NA,4,NA,2,1,1
2020-03-29,"solwezi",NA,NA,NA,NA,5,1,2,1,1
2020-03-30,"solwezi",NA,NA,NA,NA,1,NA,1,NA,NA
2020-03-31,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-04-01,"solwezi",NA,NA,NA,NA,2,1,NA,NA,1
2020-04-02,"solwezi",NA,NA,NA,NA,4,2,1,NA,NA
2020-04-03,"solwezi",NA,NA,NA,NA,2,1,NA,NA,1
2020-04-04,"solwezi",NA,NA,NA,NA,5,NA,2,2,NA
2020-04-05,"solwezi",NA,NA,NA,NA,3,NA,2,NA,NA
2020-04-06,"solwezi",NA,NA,NA,NA,6,2,1,1,2
2020-04-07,"solwezi",NA,NA,NA,NA,3,NA,1,NA,2
2020-04-08,"solwezi",NA,NA,NA,NA,4,NA,NA,NA,3
2020-04-09,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-04-10,"solwezi",NA,NA,NA,NA,5,2,1,1,1
2020-04-11,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-04-12,"solwezi",NA,NA,NA,NA,6,1,1,2,1
2020-04-13,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-04-14,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-04-15,"solwezi",NA,NA,NA,NA,2,1,NA,NA,1
2020-04-16,"solwezi",NA,NA,NA,NA,3,NA,NA,2,NA
2020-04-17,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-04-18,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-04-19,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-04-20,"solwezi",NA,NA,NA,NA,3,NA,2,NA,1
2020-04-21,"solwezi",NA,NA,NA,NA,2,1,NA,1,NA
2020-04-22,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-04-23,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-04-24,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-04-25,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-04-26,"solwezi",NA,NA,NA,NA,4,NA,1,3,NA
2020-04-27,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-04-28,"solwezi",NA,NA,NA,NA,4,NA,2,1,1
2020-04-29,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-04-30,"solwezi",NA,NA,NA,NA,3,1,NA,1,NA
2020-05-01,"solwezi",NA,NA,NA,NA,6,2,1,3,NA
2020-05-02,"solwezi",NA,NA,NA,NA,5,3,NA,NA,1
2020-05-03,"solwezi",NA,NA,NA,NA,4,NA,NA,1,2
2020-05-04,"solwezi",NA,NA,NA,NA,4,1,NA,1,2
2020-05-05,"solwezi",NA,NA,NA,NA,3,1,1,1,NA
2020-05-06,"solwezi",NA,NA,NA,NA,4,NA,4,NA,NA
2020-05-07,"solwezi",NA,NA,NA,NA,3,NA,NA,1,2
2020-05-08,"solwezi",NA,NA,NA,NA,4,NA,1,1,1
2020-05-09,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-05-10,"solwezi",NA,NA,NA,NA,4,NA,1,2,NA
2020-05-11,"solwezi",NA,NA,NA,NA,5,NA,2,NA,1
2020-05-12,"solwezi",NA,NA,NA,NA,8,NA,2,4,1
2020-05-13,"solwezi",NA,NA,NA,NA,3,1,NA,NA,1
2020-05-14,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-05-15,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-05-16,"solwezi",NA,NA,NA,NA,5,1,NA,2,2
2020-05-17,"solwezi",NA,NA,NA,NA,4,NA,NA,1,3
2020-05-18,"solwezi",NA,NA,NA,NA,2,NA,NA,2,NA
2020-05-19,"solwezi",NA,NA,NA,NA,3,NA,NA,NA,3
2020-05-20,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-05-21,"solwezi",NA,NA,NA,NA,3,NA,NA,1,1
2020-05-22,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-05-23,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-05-24,"solwezi",NA,NA,NA,NA,5,NA,3,NA,2
2020-05-25,"solwezi",NA,NA,NA,NA,4,NA,NA,2,2
2020-05-26,"solwezi",NA,NA,NA,NA,5,1,NA,3,1
2020-05-27,"solwezi",NA,NA,NA,NA,4,NA,3,NA,1
2020-05-28,"solwezi",NA,NA,NA,NA,5,NA,3,1,1
2020-05-29,"solwezi",NA,NA,NA,NA,3,NA,NA,2,1
2020-05-30,"solwezi",NA,NA,NA,NA,2,NA,NA,1,1
2020-05-31,"solwezi",NA,NA,NA,NA,6,NA,2,3,1
2020-06-01,"solwezi",NA,NA,NA,NA,5,2,NA,2,1
2020-06-02,"solwezi",NA,NA,NA,NA,5,NA,1,1,2
2020-06-03,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-06-04,"solwezi",NA,NA,NA,NA,4,2,1,NA,NA
2020-06-05,"solwezi",NA,NA,NA,NA,6,1,NA,1,3
2020-06-06,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-06-07,"solwezi",NA,NA,NA,NA,8,2,2,3,NA
2020-06-08,"solwezi",NA,NA,NA,NA,4,2,NA,NA,2
2020-06-09,"solwezi",NA,NA,NA,NA,4,1,1,2,NA
2020-06-10,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-06-11,"solwezi",NA,NA,NA,NA,4,1,NA,2,1
2020-06-12,"solwezi",NA,NA,NA,NA,3,2,NA,1,NA
2020-06-13,"solwezi",NA,NA,NA,NA,3,NA,NA,2,NA
2020-06-14,"solwezi",NA,NA,NA,NA,4,2,2,NA,NA
2020-06-15,"solwezi",NA,NA,NA,NA,3,NA,NA,NA,3
2020-06-16,"solwezi",NA,NA,NA,NA,4,1,3,NA,NA
2020-06-17,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-06-18,"solwezi",NA,NA,NA,NA,4,2,NA,2,NA
2020-06-19,"solwezi",NA,NA,NA,NA,6,NA,2,2,1
2020-06-20,"solwezi",NA,NA,NA,NA,4,NA,1,2,NA
2020-06-21,"solwezi",NA,NA,NA,NA,4,1,NA,1,NA
2020-06-22,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-06-23,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-06-24,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-06-25,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-06-26,"solwezi",NA,NA,NA,NA,4,1,NA,3,NA
2020-06-27,"solwezi",NA,NA,NA,NA,3,NA,NA,NA,2
2020-06-28,"solwezi",NA,NA,NA,NA,5,1,2,NA,2
2020-06-29,"solwezi",NA,NA,NA,NA,4,NA,1,1,2
2020-06-30,"solwezi",NA,NA,NA,NA,3,NA,NA,1,2
2020-07-01,"solwezi",NA,NA,NA,NA,2,1,NA,1,NA
2020-07-02,"solwezi",NA,NA,NA,NA,4,NA,NA,1,2
2020-07-03,"solwezi",NA,NA,NA,NA,4,NA,2,NA,1
2020-07-04,"solwezi",NA,NA,NA,NA,6,2,1,NA,3
2020-07-05,"solwezi",NA,NA,NA,NA,5,2,2,1,NA
2020-07-06,"solwezi",NA,NA,NA,NA,3,1,1,1,NA
2020-07-07,"solwezi",NA,NA,NA,NA,4,1,NA,2,1
2020-07-08,"solwezi",4,130,12,211,4,2,1,1,NA
2020-07-09,"solwezi",NA,NA,NA,NA,3,NA,1,1,NA
2020-07-10,"solwezi",NA,NA,NA,NA,3,1,1,NA,1
2020-07-11,"solwezi",NA,NA,NA,NA,7,1,NA,6,NA
2020-07-12,"solwezi",NA,NA,NA,NA,4,NA,2,NA,2
2020-07-13,"solwezi",NA,NA,NA,NA,4,1,1,2,NA
2020-07-14,"solwezi",NA,NA,NA,NA,4,NA,2,1,NA
2020-07-15,"solwezi",5,247,43,403,4,1,NA,2,NA
2020-07-16,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-07-17,"solwezi",NA,NA,NA,NA,4,NA,2,2,NA
2020-07-18,"solwezi",NA,NA,NA,NA,5,2,NA,NA,3
2020-07-19,"solwezi",NA,NA,NA,NA,6,1,3,1,1
2020-07-20,"solwezi",NA,NA,NA,NA,3,NA,NA,NA,2
2020-07-21,"solwezi",NA,NA,NA,NA,7,2,3,1,NA
2020-07-22,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-07-23,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-07-24,"solwezi",NA,NA,NA,NA,3,NA,1,NA,2
2020-07-25,"solwezi",NA,NA,NA,NA,4,NA,NA,NA,2
2020-07-26,"solwezi",NA,NA,NA,NA,5,NA,1,1,1
2020-07-27,"solwezi",NA,NA,NA,NA,6,NA,1,3,2
2020-07-28,"solwezi",NA,NA,NA,NA,5,2,1,1,1
2020-07-29,"solwezi",NA,NA,NA,NA,5,NA,1,2,NA
2020-07-30,"solwezi",NA,NA,NA,NA,2,NA,NA,2,NA
2020-07-31,"solwezi",NA,NA,NA,NA,5,NA,2,1,2
2020-08-01,"solwezi",NA,NA,NA,NA,3,1,1,NA,1
2020-08-02,"solwezi",NA,NA,NA,NA,6,1,NA,2,3
2020-08-03,"solwezi",NA,NA,NA,NA,4,1,1,1,1
2020-08-04,"solwezi",NA,NA,NA,NA,7,NA,2,2,2
2020-08-05,"solwezi",NA,NA,NA,NA,4,NA,1,NA,2
2020-08-06,"solwezi",NA,NA,NA,NA,5,1,NA,NA,4
2020-08-07,"solwezi",NA,NA,NA,NA,4,NA,1,1,1
2020-08-08,"solwezi",NA,NA,NA,NA,4,1,1,2,NA
2020-08-09,"solwezi",NA,NA,NA,NA,4,NA,NA,1,3
2020-08-10,"solwezi",NA,NA,NA,NA,4,NA,1,1,2
2020-08-11,"solwezi",NA,NA,NA,NA,4,NA,2,NA,2
2020-08-12,"solwezi",NA,NA,NA,NA,6,NA,NA,4,2
2020-08-13,"solwezi",NA,NA,NA,NA,3,1,1,NA,NA
2020-08-14,"solwezi",NA,NA,NA,NA,3,1,1,NA,1
2020-08-15,"solwezi",NA,NA,NA,NA,2,NA,NA,1,1
2020-08-16,"solwezi",NA,NA,NA,NA,7,NA,3,2,2
2020-08-17,"solwezi",NA,NA,NA,NA,5,NA,3,1,1
2020-08-18,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-08-19,"solwezi",NA,NA,NA,NA,5,1,1,1,2
2020-08-20,"solwezi",NA,NA,NA,NA,4,NA,1,NA,1
2020-08-21,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-08-22,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-08-23,"solwezi",NA,NA,NA,NA,6,1,1,1,2
2020-08-24,"solwezi",NA,NA,NA,NA,4,1,1,NA,2
2020-08-25,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-08-26,"solwezi",NA,NA,NA,NA,2,NA,1,1,NA
2020-08-27,"solwezi",NA,NA,NA,NA,4,2,1,1,NA
2020-08-28,"solwezi",NA,NA,NA,NA,3,1,NA,1,NA
2020-08-29,"solwezi",NA,NA,NA,NA,4,1,NA,2,NA
2020-08-30,"solwezi",NA,NA,NA,NA,6,NA,2,1,3
2020-08-31,"solwezi",NA,NA,NA,NA,4,2,NA,1,NA
2020-09-01,"solwezi",NA,NA,NA,NA,5,2,1,2,NA
2020-09-02,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-09-03,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-09-04,"solwezi",NA,NA,NA,NA,4,NA,1,1,2
2020-09-05,"solwezi",NA,NA,NA,NA,5,1,2,1,NA
2020-09-06,"solwezi",NA,NA,NA,NA,6,1,2,2,NA
2020-09-07,"solwezi",NA,NA,NA,NA,4,NA,1,2,1
2020-09-08,"solwezi",NA,NA,NA,NA,6,1,2,NA,3
2020-09-09,"solwezi",NA,NA,NA,NA,3,NA,3,NA,NA
2020-09-10,"solwezi",NA,NA,NA,NA,2,1,NA,NA,NA
2020-09-11,"solwezi",NA,NA,NA,NA,3,NA,2,NA,1
2020-09-12,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-09-13,"solwezi",NA,NA,NA,NA,4,1,NA,1,1
2020-09-14,"solwezi",NA,NA,NA,NA,4,1,NA,2,1
2020-09-15,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-09-16,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-09-17,"solwezi",NA,NA,NA,NA,3,NA,NA,NA,1
2020-09-18,"solwezi",NA,NA,NA,NA,6,1,1,2,1
2020-09-19,"solwezi",NA,NA,NA,NA,5,NA,2,2,1
2020-09-20,"solwezi",NA,NA,NA,NA,5,NA,2,1,NA
2020-09-21,"solwezi",NA,NA,NA,NA,4,NA,1,1,2
2020-09-22,"solwezi",NA,NA,NA,NA,4,1,NA,2,NA
2020-09-23,"solwezi",NA,NA,NA,NA,5,2,NA,1,2
2020-09-24,"solwezi",NA,NA,NA,NA,5,NA,1,1,2
2020-09-25,"solwezi",NA,NA,NA,NA,3,1,NA,NA,1
2020-09-26,"solwezi",NA,NA,NA,NA,3,NA,1,1,NA
2020-09-27,"solwezi",NA,NA,NA,NA,6,NA,1,2,3
2020-09-28,"solwezi",NA,NA,NA,NA,5,2,NA,1,1
2020-09-29,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-09-30,"solwezi",NA,NA,NA,NA,3,1,1,1,NA
2020-10-01,"solwezi",NA,NA,NA,NA,4,1,NA,1,2
2020-10-02,"solwezi",NA,NA,NA,NA,3,NA,2,NA,NA
2020-10-03,"solwezi",NA,NA,NA,NA,4,1,1,NA,1
2020-10-04,"solwezi",NA,NA,NA,NA,5,1,NA,3,NA
2020-10-05,"solwezi",NA,NA,NA,NA,5,NA,2,1,2
2020-10-06,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-10-07,"solwezi",NA,NA,NA,NA,7,1,1,1,4
2020-10-08,"solwezi",NA,NA,NA,NA,5,1,1,1,2
2020-10-09,"solwezi",NA,NA,NA,NA,3,NA,1,1,NA
2020-10-10,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-10-11,"solwezi",NA,NA,NA,NA,6,1,NA,1,3
2020-10-12,"solwezi",NA,NA,NA,NA,9,2,1,3,2
2020-10-13,"solwezi",NA,NA,NA,NA,3,1,NA,NA,2
2020-10-14,"solwezi",NA,NA,NA,NA,9,1,2,1,4
2020-10-15,"solwezi",NA,NA,NA,NA,3,NA,1,1,NA
2020-10-16,"solwezi",NA,NA,NA,NA,3,3,NA,NA,NA
2020-10-17,"solwezi",NA,NA,NA,NA,6,1,3,NA,1
2020-10-18,"solwezi",NA,NA,NA,NA,4,NA,2,NA,2
2020-10-19,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,NA
2020-10-20,"solwezi",NA,NA,NA,NA,7,1,2,2,1
2020-10-21,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-10-22,"solwezi",NA,NA,NA,NA,5,1,1,NA,3
2020-10-23,"solwezi",NA,NA,NA,NA,4,1,1,1,NA
2020-10-24,"solwezi",NA,NA,NA,NA,4,NA,NA,NA,3
2020-10-25,"solwezi",NA,NA,NA,NA,13,3,4,4,2
2020-10-26,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-10-27,"solwezi",NA,NA,NA,NA,5,1,NA,1,3
2020-10-28,"solwezi",NA,NA,NA,NA,2,NA,1,1,NA
2020-10-29,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-10-30,"solwezi",NA,NA,NA,NA,6,1,2,2,1
2020-10-31,"solwezi",NA,NA,NA,NA,4,NA,1,NA,1
2020-11-01,"solwezi",NA,NA,NA,NA,3,NA,NA,2,NA
2020-11-02,"solwezi",NA,NA,NA,NA,2,1,NA,1,NA
2020-11-03,"solwezi",NA,NA,NA,NA,10,3,1,5,1
2020-11-04,"solwezi",NA,NA,NA,NA,3,NA,3,NA,NA
2020-11-05,"solwezi",NA,NA,NA,NA,2,NA,NA,1,NA
2020-11-06,"solwezi",NA,NA,NA,NA,4,2,NA,1,1
2020-11-07,"solwezi",NA,NA,NA,NA,3,1,NA,2,NA
2020-11-08,"solwezi",NA,NA,NA,NA,4,NA,1,2,1
2020-11-09,"solwezi",NA,NA,NA,NA,2,NA,1,NA,NA
2020-11-10,"solwezi",NA,NA,NA,NA,3,NA,NA,1,2
2020-11-11,"solwezi",NA,NA,NA,NA,3,NA,2,1,NA
2020-11-12,"solwezi",NA,NA,NA,NA,4,NA,1,2,1
2020-11-13,"solwezi",NA,NA,NA,NA,7,NA,NA,3,3
2020-11-14,"solwezi",NA,NA,NA,NA,4,NA,1,1,1
2020-11-15,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-11-16,"solwezi",NA,NA,NA,NA,4,2,NA,1,1
2020-11-17,"solwezi",NA,NA,NA,NA,11,1,2,5,2
2020-11-18,"solwezi",NA,NA,NA,NA,4,NA,NA,3,1
2020-11-19,"solwezi",NA,NA,NA,NA,5,NA,NA,4,1
2020-11-20,"solwezi",NA,NA,NA,NA,4,2,NA,1,1
2020-11-21,"solwezi",NA,NA,NA,NA,6,2,NA,3,1
2020-11-22,"solwezi",NA,NA,NA,NA,7,1,1,2,3
2020-11-23,"solwezi",NA,NA,NA,NA,3,NA,1,2,NA
2020-11-24,"solwezi",NA,NA,NA,NA,4,2,1,NA,NA
2020-11-25,"solwezi",NA,NA,NA,NA,3,1,NA,1,1
2020-11-26,"solwezi",NA,NA,NA,NA,5,3,NA,1,NA
2020-11-27,"solwezi",NA,NA,NA,NA,3,NA,1,2,NA
2020-11-28,"solwezi",NA,NA,NA,NA,2,1,1,NA,NA
2020-11-29,"solwezi",NA,NA,NA,NA,4,NA,2,1,NA
2020-11-30,"solwezi",NA,NA,NA,NA,3,NA,1,1,NA
2020-12-01,"solwezi",NA,NA,NA,NA,2,NA,NA,1,1
2020-12-02,"solwezi",NA,NA,NA,NA,9,2,2,3,2
2020-12-03,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-12-04,"solwezi",NA,NA,NA,NA,5,NA,1,1,2
2020-12-05,"solwezi",NA,NA,NA,NA,4,NA,NA,2,2
