"date","district","sero_pos_all","sero_tot_all","pcr_pos_all","pcr_tot_all","deaths_all","deaths_0_14","deaths_40_59","deaths_15_39","deaths_60_plus"
2020-12-06,"solwezi",NA,NA,NA,NA,4,NA,NA,NA,3
2020-12-07,"solwezi",NA,NA,NA,NA,5,1,3,1,NA
2020-12-08,"solwezi",NA,NA,NA,NA,4,1,NA,NA,2
2020-12-09,"solwezi",NA,NA,NA,NA,4,NA,3,1,NA
2020-12-10,"solwezi",NA,NA,NA,NA,2,NA,NA,NA,1
2020-12-11,"solwezi",NA,NA,NA,NA,3,NA,1,2,NA
2020-12-12,"solwezi",NA,NA,NA,NA,4,1,1,1,NA
2020-12-13,"solwezi",NA,NA,NA,NA,3,NA,1,NA,1
2020-12-14,"solwezi",NA,NA,NA,NA,3,NA,1,1,1
2020-12-15,"solwezi",NA,NA,NA,NA,3,NA,NA,1,1
2020-12-16,"solwezi",NA,NA,NA,NA,5,1,NA,1,3
2020-12-17,"solwezi",NA,NA,NA,NA,3,2,NA,1,NA
2020-12-18,"solwezi",NA,NA,NA,NA,4,1,NA,1,2
2020-12-19,"solwezi",NA,NA,NA,NA,4,1,1,1,1
2020-12-20,"solwezi",NA,NA,NA,NA,3,NA,2,NA,1
2020-12-21,"solwezi",NA,NA,NA,NA,7,2,3,1,1
2020-12-22,"solwezi",NA,NA,NA,NA,8,1,1,2,3
2020-12-23,"solwezi",NA,NA,NA,NA,5,NA,1,2,1
2020-12-24,"solwezi",NA,NA,NA,NA,4,2,1,NA,1
2020-12-25,"solwezi",NA,NA,NA,NA,3,1,1,1,NA
2020-12-26,"solwezi",NA,NA,NA,NA,5,1,1,NA,3
2020-12-27,"solwezi",NA,NA,NA,NA,6,1,1,3,1
2020-12-28,"solwezi",NA,NA,NA,NA,12,5,2,4,1
2020-12-29,"solwezi",NA,NA,NA,NA,4,2,NA,1,NA
2020-12-30,"solwezi",NA,NA,NA,NA,4,NA,2,1,NA
2020-12-31,"solwezi",NA,NA,NA,NA,4,1,2,NA,1
